axis,bucket,descriptor,descriptor_gender,descriptor_preference,noun,plural_noun,noun_gender,noun_phrase,plural_noun_phrase,noun_phrase_type
characteristics,(none),with migraines,(none),no_data,child,children,neutral,a child with migraines,children with migraines,noun_descriptor
characteristics,(none),with migraines,(none),no_data,dad,dads,male,a dad with migraines,dads with migraines,noun_descriptor
characteristics,(none),with migraines,(none),no_data,daughter,daughters,female,a daughter with migraines,daughters with migraines,noun_descriptor
characteristics,(none),with migraines,(none),no_data,father,fathers,male,a father with migraines,fathers with migraines,noun_descriptor
characteristics,(none),with migraines,(none),no_data,girl,girls,female,a girl with migraines,girls with migraines,noun_descriptor
characteristics,(none),with migraines,(none),no_data,grandfather,grandfathers,male,a grandfather with migraines,grandfathers with migraines,noun_descriptor
characteristics,(none),with migraines,(none),no_data,grandma,grandmas,female,a grandma with migraines,grandmas with migraines,noun_descriptor
characteristics,(none),with migraines,(none),no_data,grandmother,grandmothers,female,a grandmother with migraines,grandmothers with migraines,noun_descriptor
characteristics,(none),with migraines,(none),no_data,grandpa,grandpas,male,a grandpa with migraines,grandpas with migraines,noun_descriptor
characteristics,(none),with migraines,(none),no_data,grandparent,grandparents,neutral,a grandparent with migraines,grandparents with migraines,noun_descriptor
characteristics,(none),with migraines,(none),no_data,guy,guys,male,a guy with migraines,guys with migraines,noun_descriptor
characteristics,(none),with migraines,(none),no_data,husband,husbands,male,a husband with migraines,husbands with migraines,noun_descriptor
characteristics,(none),with migraines,(none),no_data,individual,individuals,neutral,an individual with migraines,individuals with migraines,noun_descriptor
characteristics,(none),with migraines,(none),no_data,kid,kids,neutral,a kid with migraines,kids with migraines,noun_descriptor
characteristics,(none),with migraines,(none),no_data,lady,ladies,female,a lady with migraines,ladies with migraines,noun_descriptor
characteristics,(none),with migraines,(none),no_data,man,men,male,a man with migraines,men with migraines,noun_descriptor
characteristics,(none),with migraines,(none),no_data,mom,moms,female,a mom with migraines,moms with migraines,noun_descriptor
characteristics,(none),with migraines,(none),no_data,mother,mothers,female,a mother with migraines,mothers with migraines,noun_descriptor
characteristics,(none),with migraines,(none),no_data,parent,parents,neutral,a parent with migraines,parents with migraines,noun_descriptor
characteristics,(none),with migraines,(none),no_data,person,people,neutral,a person with migraines,people with migraines,noun_descriptor
characteristics,(none),with migraines,(none),no_data,sibling,siblings,neutral,a sibling with migraines,siblings with migraines,noun_descriptor
characteristics,(none),with migraines,(none),no_data,sister,sisters,female,a sister with migraines,sisters with migraines,noun_descriptor
characteristics,(none),with migraines,(none),no_data,son,sons,male,a son with migraines,sons with migraines,noun_descriptor
characteristics,(none),with migraines,(none),no_data,spouse,spouses,neutral,a spouse with migraines,spouses with migraines,noun_descriptor
characteristics,(none),with migraines,(none),no_data,veteran,veterans,neutral,a veteran with migraines,veterans with migraines,noun_descriptor
characteristics,(none),with migraines,(none),no_data,wife,wives,female,a wife with migraines,wives with migraines,noun_descriptor
characteristics,(none),with migraines,(none),no_data,woman,women,female,a woman with migraines,women with migraines,noun_descriptor
characteristics,addictions,alcoholic,(none),no_data,(none),(none),(none),alcoholic,alcoholic,descriptor
characteristics,addictions,alcoholic,(none),no_data,boy,boys,male,an alcoholic boy,alcoholic boys,descriptor_noun
characteristics,addictions,alcoholic,(none),no_data,bro,bros,male,an alcoholic bro,alcoholic bros,descriptor_noun
characteristics,addictions,alcoholic,(none),no_data,brother,brothers,male,an alcoholic brother,alcoholic brothers,descriptor_noun
characteristics,addictions,alcoholic,(none),no_data,child,children,neutral,an alcoholic child,alcoholic children,descriptor_noun
characteristics,addictions,alcoholic,(none),no_data,dad,dads,male,an alcoholic dad,alcoholic dads,descriptor_noun
characteristics,addictions,alcoholic,(none),no_data,daughter,daughters,female,an alcoholic daughter,alcoholic daughters,descriptor_noun
characteristics,addictions,alcoholic,(none),no_data,father,fathers,male,an alcoholic father,alcoholic fathers,descriptor_noun
characteristics,addictions,alcoholic,(none),no_data,girl,girls,female,an alcoholic girl,alcoholic girls,descriptor_noun
characteristics,addictions,alcoholic,(none),no_data,grandfather,grandfathers,male,an alcoholic grandfather,alcoholic grandfathers,descriptor_noun
characteristics,addictions,alcoholic,(none),no_data,grandma,grandmas,female,an alcoholic grandma,alcoholic grandmas,descriptor_noun
characteristics,addictions,alcoholic,(none),no_data,grandmother,grandmothers,female,an alcoholic grandmother,alcoholic grandmothers,descriptor_noun
characteristics,addictions,alcoholic,(none),no_data,grandpa,grandpas,male,an alcoholic grandpa,alcoholic grandpas,descriptor_noun
characteristics,addictions,alcoholic,(none),no_data,grandparent,grandparents,neutral,an alcoholic grandparent,alcoholic grandparents,descriptor_noun
characteristics,addictions,alcoholic,(none),no_data,guy,guys,male,an alcoholic guy,alcoholic guys,descriptor_noun
characteristics,addictions,alcoholic,(none),no_data,husband,husbands,male,an alcoholic husband,alcoholic husbands,descriptor_noun
characteristics,addictions,alcoholic,(none),no_data,individual,individuals,neutral,an alcoholic individual,alcoholic individuals,descriptor_noun
characteristics,addictions,alcoholic,(none),no_data,kid,kids,neutral,an alcoholic kid,alcoholic kids,descriptor_noun
characteristics,addictions,alcoholic,(none),no_data,lady,ladies,female,an alcoholic lady,alcoholic ladies,descriptor_noun
characteristics,addictions,alcoholic,(none),no_data,man,men,male,an alcoholic man,alcoholic men,descriptor_noun
characteristics,addictions,alcoholic,(none),no_data,mom,moms,female,an alcoholic mom,alcoholic moms,descriptor_noun
characteristics,addictions,alcoholic,(none),no_data,mother,mothers,female,an alcoholic mother,alcoholic mothers,descriptor_noun
characteristics,addictions,alcoholic,(none),no_data,parent,parents,neutral,an alcoholic parent,alcoholic parents,descriptor_noun
characteristics,addictions,alcoholic,(none),no_data,person,people,neutral,an alcoholic person,alcoholic people,descriptor_noun
characteristics,addictions,alcoholic,(none),no_data,sibling,siblings,neutral,an alcoholic sibling,alcoholic siblings,descriptor_noun
characteristics,addictions,alcoholic,(none),no_data,sister,sisters,female,an alcoholic sister,alcoholic sisters,descriptor_noun
characteristics,addictions,alcoholic,(none),no_data,son,sons,male,an alcoholic son,alcoholic sons,descriptor_noun
characteristics,addictions,alcoholic,(none),no_data,spouse,spouses,neutral,an alcoholic spouse,alcoholic spouses,descriptor_noun
characteristics,addictions,alcoholic,(none),no_data,veteran,veterans,neutral,an alcoholic veteran,alcoholic veterans,descriptor_noun
characteristics,addictions,alcoholic,(none),no_data,wife,wives,female,an alcoholic wife,alcoholic wives,descriptor_noun
characteristics,addictions,alcoholic,(none),no_data,woman,women,female,an alcoholic woman,alcoholic women,descriptor_noun
characteristics,addictions,drug-addict,(none),no_data,(none),(none),(none),drug-addict,drug-addict,descriptor
characteristics,addictions,drug-addict,(none),no_data,boy,boys,male,a drug-addict boy,drug-addict boys,descriptor_noun
characteristics,addictions,drug-addict,(none),no_data,bro,bros,male,a drug-addict bro,drug-addict bros,descriptor_noun
characteristics,addictions,drug-addict,(none),no_data,brother,brothers,male,a drug-addict brother,drug-addict brothers,descriptor_noun
characteristics,addictions,drug-addict,(none),no_data,child,children,neutral,a drug-addict child,drug-addict children,descriptor_noun
characteristics,addictions,drug-addict,(none),no_data,dad,dads,male,a drug-addict dad,drug-addict dads,descriptor_noun
characteristics,addictions,drug-addict,(none),no_data,daughter,daughters,female,a drug-addict daughter,drug-addict daughters,descriptor_noun
characteristics,addictions,drug-addict,(none),no_data,father,fathers,male,a drug-addict father,drug-addict fathers,descriptor_noun
characteristics,addictions,drug-addict,(none),no_data,girl,girls,female,a drug-addict girl,drug-addict girls,descriptor_noun
characteristics,addictions,drug-addict,(none),no_data,grandfather,grandfathers,male,a drug-addict grandfather,drug-addict grandfathers,descriptor_noun
characteristics,addictions,drug-addict,(none),no_data,grandma,grandmas,female,a drug-addict grandma,drug-addict grandmas,descriptor_noun
characteristics,addictions,drug-addict,(none),no_data,grandmother,grandmothers,female,a drug-addict grandmother,drug-addict grandmothers,descriptor_noun
characteristics,addictions,drug-addict,(none),no_data,grandpa,grandpas,male,a drug-addict grandpa,drug-addict grandpas,descriptor_noun
characteristics,addictions,drug-addict,(none),no_data,grandparent,grandparents,neutral,a drug-addict grandparent,drug-addict grandparents,descriptor_noun
characteristics,addictions,drug-addict,(none),no_data,guy,guys,male,a drug-addict guy,drug-addict guys,descriptor_noun
characteristics,addictions,drug-addict,(none),no_data,husband,husbands,male,a drug-addict husband,drug-addict husbands,descriptor_noun
characteristics,addictions,drug-addict,(none),no_data,individual,individuals,neutral,a drug-addict individual,drug-addict individuals,descriptor_noun
characteristics,addictions,drug-addict,(none),no_data,kid,kids,neutral,a drug-addict kid,drug-addict kids,descriptor_noun
characteristics,addictions,drug-addict,(none),no_data,lady,ladies,female,a drug-addict lady,drug-addict ladies,descriptor_noun
characteristics,addictions,drug-addict,(none),no_data,man,men,male,a drug-addict man,drug-addict men,descriptor_noun
characteristics,addictions,drug-addict,(none),no_data,mom,moms,female,a drug-addict mom,drug-addict moms,descriptor_noun
characteristics,addictions,drug-addict,(none),no_data,mother,mothers,female,a drug-addict mother,drug-addict mothers,descriptor_noun
characteristics,addictions,drug-addict,(none),no_data,parent,parents,neutral,a drug-addict parent,drug-addict parents,descriptor_noun
characteristics,addictions,drug-addict,(none),no_data,person,people,neutral,a drug-addict person,drug-addict people,descriptor_noun
characteristics,addictions,drug-addict,(none),no_data,sibling,siblings,neutral,a drug-addict sibling,drug-addict siblings,descriptor_noun
characteristics,addictions,drug-addict,(none),no_data,sister,sisters,female,a drug-addict sister,drug-addict sisters,descriptor_noun
characteristics,addictions,drug-addict,(none),no_data,son,sons,male,a drug-addict son,drug-addict sons,descriptor_noun
characteristics,addictions,drug-addict,(none),no_data,spouse,spouses,neutral,a drug-addict spouse,drug-addict spouses,descriptor_noun
characteristics,addictions,drug-addict,(none),no_data,veteran,veterans,neutral,a drug-addict veteran,drug-addict veterans,descriptor_noun
characteristics,addictions,drug-addict,(none),no_data,wife,wives,female,a drug-addict wife,drug-addict wives,descriptor_noun
characteristics,addictions,drug-addict,(none),no_data,woman,women,female,a drug-addict woman,drug-addict women,descriptor_noun
characteristics,domestic_status,houseless,(none),no_data,(none),(none),(none),houseless,houseless,descriptor
characteristics,domestic_status,houseless,(none),no_data,boy,boys,male,a houseless boy,houseless boys,descriptor_noun
characteristics,domestic_status,houseless,(none),no_data,bro,bros,male,a houseless bro,houseless bros,descriptor_noun
characteristics,domestic_status,houseless,(none),no_data,brother,brothers,male,a houseless brother,houseless brothers,descriptor_noun
characteristics,domestic_status,houseless,(none),no_data,child,children,neutral,a houseless child,houseless children,descriptor_noun
characteristics,domestic_status,houseless,(none),no_data,dad,dads,male,a houseless dad,houseless dads,descriptor_noun
characteristics,domestic_status,houseless,(none),no_data,daughter,daughters,female,a houseless daughter,houseless daughters,descriptor_noun
characteristics,domestic_status,houseless,(none),no_data,father,fathers,male,a houseless father,houseless fathers,descriptor_noun
characteristics,domestic_status,houseless,(none),no_data,girl,girls,female,a houseless girl,houseless girls,descriptor_noun
characteristics,domestic_status,houseless,(none),no_data,grandfather,grandfathers,male,a houseless grandfather,houseless grandfathers,descriptor_noun
characteristics,domestic_status,houseless,(none),no_data,grandma,grandmas,female,a houseless grandma,houseless grandmas,descriptor_noun
characteristics,domestic_status,houseless,(none),no_data,grandmother,grandmothers,female,a houseless grandmother,houseless grandmothers,descriptor_noun
characteristics,domestic_status,houseless,(none),no_data,grandpa,grandpas,male,a houseless grandpa,houseless grandpas,descriptor_noun
characteristics,domestic_status,houseless,(none),no_data,grandparent,grandparents,neutral,a houseless grandparent,houseless grandparents,descriptor_noun
characteristics,domestic_status,houseless,(none),no_data,guy,guys,male,a houseless guy,houseless guys,descriptor_noun
characteristics,domestic_status,houseless,(none),no_data,husband,husbands,male,a houseless husband,houseless husbands,descriptor_noun
characteristics,domestic_status,houseless,(none),no_data,individual,individuals,neutral,a houseless individual,houseless individuals,descriptor_noun
characteristics,domestic_status,houseless,(none),no_data,kid,kids,neutral,a houseless kid,houseless kids,descriptor_noun
characteristics,domestic_status,houseless,(none),no_data,lady,ladies,female,a houseless lady,houseless ladies,descriptor_noun
characteristics,domestic_status,houseless,(none),no_data,man,men,male,a houseless man,houseless men,descriptor_noun
characteristics,domestic_status,houseless,(none),no_data,mom,moms,female,a houseless mom,houseless moms,descriptor_noun
characteristics,domestic_status,houseless,(none),no_data,mother,mothers,female,a houseless mother,houseless mothers,descriptor_noun
characteristics,domestic_status,houseless,(none),no_data,parent,parents,neutral,a houseless parent,houseless parents,descriptor_noun
characteristics,domestic_status,houseless,(none),no_data,person,people,neutral,a houseless person,houseless people,descriptor_noun
characteristics,domestic_status,houseless,(none),no_data,sibling,siblings,neutral,a houseless sibling,houseless siblings,descriptor_noun
characteristics,domestic_status,houseless,(none),no_data,sister,sisters,female,a houseless sister,houseless sisters,descriptor_noun
characteristics,domestic_status,houseless,(none),no_data,son,sons,male,a houseless son,houseless sons,descriptor_noun
characteristics,domestic_status,houseless,(none),no_data,spouse,spouses,neutral,a houseless spouse,houseless spouses,descriptor_noun
characteristics,domestic_status,houseless,(none),no_data,veteran,veterans,neutral,a houseless veteran,houseless veterans,descriptor_noun
characteristics,domestic_status,houseless,(none),no_data,wife,wives,female,a houseless wife,houseless wives,descriptor_noun
characteristics,domestic_status,houseless,(none),no_data,woman,women,female,a houseless woman,houseless women,descriptor_noun
characteristics,immigration_status,American-born,(none),no_data,(none),(none),(none),American-born,American-born,descriptor
characteristics,immigration_status,American-born,(none),no_data,boy,boys,male,an American-born boy,American-born boys,descriptor_noun
characteristics,immigration_status,American-born,(none),no_data,bro,bros,male,an American-born bro,American-born bros,descriptor_noun
characteristics,immigration_status,American-born,(none),no_data,brother,brothers,male,an American-born brother,American-born brothers,descriptor_noun
characteristics,immigration_status,American-born,(none),no_data,child,children,neutral,an American-born child,American-born children,descriptor_noun
characteristics,immigration_status,American-born,(none),no_data,dad,dads,male,an American-born dad,American-born dads,descriptor_noun
characteristics,immigration_status,American-born,(none),no_data,daughter,daughters,female,an American-born daughter,American-born daughters,descriptor_noun
characteristics,immigration_status,American-born,(none),no_data,father,fathers,male,an American-born father,American-born fathers,descriptor_noun
characteristics,immigration_status,American-born,(none),no_data,girl,girls,female,an American-born girl,American-born girls,descriptor_noun
characteristics,immigration_status,American-born,(none),no_data,grandfather,grandfathers,male,an American-born grandfather,American-born grandfathers,descriptor_noun
characteristics,immigration_status,American-born,(none),no_data,grandma,grandmas,female,an American-born grandma,American-born grandmas,descriptor_noun
characteristics,immigration_status,American-born,(none),no_data,grandmother,grandmothers,female,an American-born grandmother,American-born grandmothers,descriptor_noun
characteristics,immigration_status,American-born,(none),no_data,grandpa,grandpas,male,an American-born grandpa,American-born grandpas,descriptor_noun
characteristics,immigration_status,American-born,(none),no_data,grandparent,grandparents,neutral,an American-born grandparent,American-born grandparents,descriptor_noun
characteristics,immigration_status,American-born,(none),no_data,guy,guys,male,an American-born guy,American-born guys,descriptor_noun
characteristics,immigration_status,American-born,(none),no_data,husband,husbands,male,an American-born husband,American-born husbands,descriptor_noun
characteristics,immigration_status,American-born,(none),no_data,individual,individuals,neutral,an American-born individual,American-born individuals,descriptor_noun
characteristics,immigration_status,American-born,(none),no_data,kid,kids,neutral,an American-born kid,American-born kids,descriptor_noun
characteristics,immigration_status,American-born,(none),no_data,lady,ladies,female,an American-born lady,American-born ladies,descriptor_noun
characteristics,immigration_status,American-born,(none),no_data,man,men,male,an American-born man,American-born men,descriptor_noun
characteristics,immigration_status,American-born,(none),no_data,mom,moms,female,an American-born mom,American-born moms,descriptor_noun
characteristics,immigration_status,American-born,(none),no_data,mother,mothers,female,an American-born mother,American-born mothers,descriptor_noun
characteristics,immigration_status,American-born,(none),no_data,parent,parents,neutral,an American-born parent,American-born parents,descriptor_noun
characteristics,immigration_status,American-born,(none),no_data,person,people,neutral,an American-born person,American-born people,descriptor_noun
characteristics,immigration_status,American-born,(none),no_data,sibling,siblings,neutral,an American-born sibling,American-born siblings,descriptor_noun
characteristics,immigration_status,American-born,(none),no_data,sister,sisters,female,an American-born sister,American-born sisters,descriptor_noun
characteristics,immigration_status,American-born,(none),no_data,son,sons,male,an American-born son,American-born sons,descriptor_noun
characteristics,immigration_status,American-born,(none),no_data,spouse,spouses,neutral,an American-born spouse,American-born spouses,descriptor_noun
characteristics,immigration_status,American-born,(none),no_data,veteran,veterans,neutral,an American-born veteran,American-born veterans,descriptor_noun
characteristics,immigration_status,American-born,(none),no_data,wife,wives,female,an American-born wife,American-born wives,descriptor_noun
characteristics,immigration_status,American-born,(none),no_data,woman,women,female,an American-born woman,American-born women,descriptor_noun
characteristics,immigration_status,immigrant,(none),no_data,(none),(none),(none),immigrant,immigrant,descriptor
characteristics,immigration_status,immigrant,(none),no_data,boy,boys,male,an immigrant boy,immigrant boys,descriptor_noun
characteristics,immigration_status,immigrant,(none),no_data,bro,bros,male,an immigrant bro,immigrant bros,descriptor_noun
characteristics,immigration_status,immigrant,(none),no_data,brother,brothers,male,an immigrant brother,immigrant brothers,descriptor_noun
characteristics,immigration_status,immigrant,(none),no_data,child,children,neutral,an immigrant child,immigrant children,descriptor_noun
characteristics,immigration_status,immigrant,(none),no_data,dad,dads,male,an immigrant dad,immigrant dads,descriptor_noun
characteristics,immigration_status,immigrant,(none),no_data,daughter,daughters,female,an immigrant daughter,immigrant daughters,descriptor_noun
characteristics,immigration_status,immigrant,(none),no_data,father,fathers,male,an immigrant father,immigrant fathers,descriptor_noun
characteristics,immigration_status,immigrant,(none),no_data,girl,girls,female,an immigrant girl,immigrant girls,descriptor_noun
characteristics,immigration_status,immigrant,(none),no_data,grandfather,grandfathers,male,an immigrant grandfather,immigrant grandfathers,descriptor_noun
characteristics,immigration_status,immigrant,(none),no_data,grandma,grandmas,female,an immigrant grandma,immigrant grandmas,descriptor_noun
characteristics,immigration_status,immigrant,(none),no_data,grandmother,grandmothers,female,an immigrant grandmother,immigrant grandmothers,descriptor_noun
characteristics,immigration_status,immigrant,(none),no_data,grandpa,grandpas,male,an immigrant grandpa,immigrant grandpas,descriptor_noun
characteristics,immigration_status,immigrant,(none),no_data,grandparent,grandparents,neutral,an immigrant grandparent,immigrant grandparents,descriptor_noun
characteristics,immigration_status,immigrant,(none),no_data,guy,guys,male,an immigrant guy,immigrant guys,descriptor_noun
characteristics,immigration_status,immigrant,(none),no_data,husband,husbands,male,an immigrant husband,immigrant husbands,descriptor_noun
characteristics,immigration_status,immigrant,(none),no_data,individual,individuals,neutral,an immigrant individual,immigrant individuals,descriptor_noun
characteristics,immigration_status,immigrant,(none),no_data,kid,kids,neutral,an immigrant kid,immigrant kids,descriptor_noun
characteristics,immigration_status,immigrant,(none),no_data,lady,ladies,female,an immigrant lady,immigrant ladies,descriptor_noun
characteristics,immigration_status,immigrant,(none),no_data,man,men,male,an immigrant man,immigrant men,descriptor_noun
characteristics,immigration_status,immigrant,(none),no_data,mom,moms,female,an immigrant mom,immigrant moms,descriptor_noun
characteristics,immigration_status,immigrant,(none),no_data,mother,mothers,female,an immigrant mother,immigrant mothers,descriptor_noun
characteristics,immigration_status,immigrant,(none),no_data,parent,parents,neutral,an immigrant parent,immigrant parents,descriptor_noun
characteristics,immigration_status,immigrant,(none),no_data,person,people,neutral,an immigrant person,immigrant people,descriptor_noun
characteristics,immigration_status,immigrant,(none),no_data,sibling,siblings,neutral,an immigrant sibling,immigrant siblings,descriptor_noun
characteristics,immigration_status,immigrant,(none),no_data,sister,sisters,female,an immigrant sister,immigrant sisters,descriptor_noun
characteristics,immigration_status,immigrant,(none),no_data,son,sons,male,an immigrant son,immigrant sons,descriptor_noun
characteristics,immigration_status,immigrant,(none),no_data,spouse,spouses,neutral,an immigrant spouse,immigrant spouses,descriptor_noun
characteristics,immigration_status,immigrant,(none),no_data,veteran,veterans,neutral,an immigrant veteran,immigrant veterans,descriptor_noun
characteristics,immigration_status,immigrant,(none),no_data,wife,wives,female,an immigrant wife,immigrant wives,descriptor_noun
characteristics,immigration_status,immigrant,(none),no_data,woman,women,female,an immigrant woman,immigrant women,descriptor_noun
characteristics,immigration_status,naturalized,(none),no_data,(none),(none),(none),naturalized,naturalized,descriptor
characteristics,immigration_status,naturalized,(none),no_data,boy,boys,male,a naturalized boy,naturalized boys,descriptor_noun
characteristics,immigration_status,naturalized,(none),no_data,bro,bros,male,a naturalized bro,naturalized bros,descriptor_noun
characteristics,immigration_status,naturalized,(none),no_data,brother,brothers,male,a naturalized brother,naturalized brothers,descriptor_noun
characteristics,immigration_status,naturalized,(none),no_data,child,children,neutral,a naturalized child,naturalized children,descriptor_noun
characteristics,immigration_status,naturalized,(none),no_data,dad,dads,male,a naturalized dad,naturalized dads,descriptor_noun
characteristics,immigration_status,naturalized,(none),no_data,daughter,daughters,female,a naturalized daughter,naturalized daughters,descriptor_noun
characteristics,immigration_status,naturalized,(none),no_data,father,fathers,male,a naturalized father,naturalized fathers,descriptor_noun
characteristics,immigration_status,naturalized,(none),no_data,girl,girls,female,a naturalized girl,naturalized girls,descriptor_noun
characteristics,immigration_status,naturalized,(none),no_data,grandfather,grandfathers,male,a naturalized grandfather,naturalized grandfathers,descriptor_noun
characteristics,immigration_status,naturalized,(none),no_data,grandma,grandmas,female,a naturalized grandma,naturalized grandmas,descriptor_noun
characteristics,immigration_status,naturalized,(none),no_data,grandmother,grandmothers,female,a naturalized grandmother,naturalized grandmothers,descriptor_noun
characteristics,immigration_status,naturalized,(none),no_data,grandpa,grandpas,male,a naturalized grandpa,naturalized grandpas,descriptor_noun
characteristics,immigration_status,naturalized,(none),no_data,grandparent,grandparents,neutral,a naturalized grandparent,naturalized grandparents,descriptor_noun
characteristics,immigration_status,naturalized,(none),no_data,guy,guys,male,a naturalized guy,naturalized guys,descriptor_noun
characteristics,immigration_status,naturalized,(none),no_data,husband,husbands,male,a naturalized husband,naturalized husbands,descriptor_noun
characteristics,immigration_status,naturalized,(none),no_data,individual,individuals,neutral,a naturalized individual,naturalized individuals,descriptor_noun
characteristics,immigration_status,naturalized,(none),no_data,kid,kids,neutral,a naturalized kid,naturalized kids,descriptor_noun
characteristics,immigration_status,naturalized,(none),no_data,lady,ladies,female,a naturalized lady,naturalized ladies,descriptor_noun
characteristics,immigration_status,naturalized,(none),no_data,man,men,male,a naturalized man,naturalized men,descriptor_noun
characteristics,immigration_status,naturalized,(none),no_data,mom,moms,female,a naturalized mom,naturalized moms,descriptor_noun
characteristics,immigration_status,naturalized,(none),no_data,mother,mothers,female,a naturalized mother,naturalized mothers,descriptor_noun
characteristics,immigration_status,naturalized,(none),no_data,parent,parents,neutral,a naturalized parent,naturalized parents,descriptor_noun
characteristics,immigration_status,naturalized,(none),no_data,person,people,neutral,a naturalized person,naturalized people,descriptor_noun
characteristics,immigration_status,naturalized,(none),no_data,sibling,siblings,neutral,a naturalized sibling,naturalized siblings,descriptor_noun
characteristics,immigration_status,naturalized,(none),no_data,sister,sisters,female,a naturalized sister,naturalized sisters,descriptor_noun
characteristics,immigration_status,naturalized,(none),no_data,son,sons,male,a naturalized son,naturalized sons,descriptor_noun
characteristics,immigration_status,naturalized,(none),no_data,spouse,spouses,neutral,a naturalized spouse,naturalized spouses,descriptor_noun
characteristics,immigration_status,naturalized,(none),no_data,veteran,veterans,neutral,a naturalized veteran,naturalized veterans,descriptor_noun
characteristics,immigration_status,naturalized,(none),no_data,wife,wives,female,a naturalized wife,naturalized wives,descriptor_noun
characteristics,immigration_status,naturalized,(none),no_data,woman,women,female,a naturalized woman,naturalized women,descriptor_noun
characteristics,immigration_status,refugee,(none),no_data,(none),(none),(none),refugee,refugee,descriptor
characteristics,immigration_status,refugee,(none),no_data,boy,boys,male,a refugee boy,refugee boys,descriptor_noun
characteristics,immigration_status,refugee,(none),no_data,bro,bros,male,a refugee bro,refugee bros,descriptor_noun
characteristics,immigration_status,refugee,(none),no_data,brother,brothers,male,a refugee brother,refugee brothers,descriptor_noun
characteristics,immigration_status,refugee,(none),no_data,child,children,neutral,a refugee child,refugee children,descriptor_noun
characteristics,immigration_status,refugee,(none),no_data,dad,dads,male,a refugee dad,refugee dads,descriptor_noun
characteristics,immigration_status,refugee,(none),no_data,daughter,daughters,female,a refugee daughter,refugee daughters,descriptor_noun
characteristics,immigration_status,refugee,(none),no_data,father,fathers,male,a refugee father,refugee fathers,descriptor_noun
characteristics,immigration_status,refugee,(none),no_data,girl,girls,female,a refugee girl,refugee girls,descriptor_noun
characteristics,immigration_status,refugee,(none),no_data,grandfather,grandfathers,male,a refugee grandfather,refugee grandfathers,descriptor_noun
characteristics,immigration_status,refugee,(none),no_data,grandma,grandmas,female,a refugee grandma,refugee grandmas,descriptor_noun
characteristics,immigration_status,refugee,(none),no_data,grandmother,grandmothers,female,a refugee grandmother,refugee grandmothers,descriptor_noun
characteristics,immigration_status,refugee,(none),no_data,grandpa,grandpas,male,a refugee grandpa,refugee grandpas,descriptor_noun
characteristics,immigration_status,refugee,(none),no_data,grandparent,grandparents,neutral,a refugee grandparent,refugee grandparents,descriptor_noun
characteristics,immigration_status,refugee,(none),no_data,guy,guys,male,a refugee guy,refugee guys,descriptor_noun
characteristics,immigration_status,refugee,(none),no_data,husband,husbands,male,a refugee husband,refugee husbands,descriptor_noun
characteristics,immigration_status,refugee,(none),no_data,individual,individuals,neutral,a refugee individual,refugee individuals,descriptor_noun
characteristics,immigration_status,refugee,(none),no_data,kid,kids,neutral,a refugee kid,refugee kids,descriptor_noun
characteristics,immigration_status,refugee,(none),no_data,lady,ladies,female,a refugee lady,refugee ladies,descriptor_noun
characteristics,immigration_status,refugee,(none),no_data,man,men,male,a refugee man,refugee men,descriptor_noun
characteristics,immigration_status,refugee,(none),no_data,mom,moms,female,a refugee mom,refugee moms,descriptor_noun
characteristics,immigration_status,refugee,(none),no_data,mother,mothers,female,a refugee mother,refugee mothers,descriptor_noun
characteristics,immigration_status,refugee,(none),no_data,parent,parents,neutral,a refugee parent,refugee parents,descriptor_noun
characteristics,immigration_status,refugee,(none),no_data,person,people,neutral,a refugee person,refugee people,descriptor_noun
characteristics,immigration_status,refugee,(none),no_data,sibling,siblings,neutral,a refugee sibling,refugee siblings,descriptor_noun
characteristics,immigration_status,refugee,(none),no_data,sister,sisters,female,a refugee sister,refugee sisters,descriptor_noun
characteristics,immigration_status,refugee,(none),no_data,son,sons,male,a refugee son,refugee sons,descriptor_noun
characteristics,immigration_status,refugee,(none),no_data,spouse,spouses,neutral,a refugee spouse,refugee spouses,descriptor_noun
characteristics,immigration_status,refugee,(none),no_data,veteran,veterans,neutral,a refugee veteran,refugee veterans,descriptor_noun
characteristics,immigration_status,refugee,(none),no_data,wife,wives,female,a refugee wife,refugee wives,descriptor_noun
characteristics,immigration_status,refugee,(none),no_data,woman,women,female,a refugee woman,refugee women,descriptor_noun
characteristics,marital_status,unattached,(none),no_data,(none),(none),(none),unattached,unattached,descriptor
characteristics,marital_status,unattached,(none),no_data,boy,boys,male,an unattached boy,unattached boys,descriptor_noun
characteristics,marital_status,unattached,(none),no_data,bro,bros,male,an unattached bro,unattached bros,descriptor_noun
characteristics,marital_status,unattached,(none),no_data,brother,brothers,male,an unattached brother,unattached brothers,descriptor_noun
characteristics,marital_status,unattached,(none),no_data,child,children,neutral,an unattached child,unattached children,descriptor_noun
characteristics,marital_status,unattached,(none),no_data,dad,dads,male,an unattached dad,unattached dads,descriptor_noun
characteristics,marital_status,unattached,(none),no_data,daughter,daughters,female,an unattached daughter,unattached daughters,descriptor_noun
characteristics,marital_status,unattached,(none),no_data,father,fathers,male,an unattached father,unattached fathers,descriptor_noun
characteristics,marital_status,unattached,(none),no_data,girl,girls,female,an unattached girl,unattached girls,descriptor_noun
characteristics,marital_status,unattached,(none),no_data,grandfather,grandfathers,male,an unattached grandfather,unattached grandfathers,descriptor_noun
